id,title,content,tags
8940,robotic manipulator jacobian by product of exponentials,i ve taken a class and started a thesis on robotics and my reference for calculating the jacobian by product of exponentials seems incorrect  see   specifically the resulting jacobian matrix for the scara manipulator on page     would have us believe that the end effector translational velocity depends on joints   and   rather than   and    could someone please explain me why  ,jacobian manipulator product-of-exponentials
8941,localization with only imu,what will be the best approach to get the most localization accuracy out of only an accelerometer and gyroscope  ,localization imu accelerometer gyroscope algorithm
8946,modified dh parameters,is the notation of the geometry of robots from khalil and kleinfinger be considered as one of the probably  many   modified dh parameters  ,dh-parameters
8949,mbed dc motor speed control using optocoupler encoder,i have been playing with mbed since few week ago and would like to create a test program for dcmotor speed control  im using a   v dc motor with encoder attach   then test  at first i test with supplying a  v and    v from mbed to the motor  the thing work fine giving a    and   rpm respectively  later i try using   v it give   rpm   then i try a   v input  now the speed wont come out  and also the counter that count each on off tick not counting up  any possible reason  my though that maybe when it move so fast that the isr routine couldn t catch up to the speed     ,control motor
8950,wheel encoder triggers interrupt too many times,i am building a simple robot with two driving wheel  i want to control the wheel rotation using a wheel encoder like this one  here is a code i have on arduino to try to understand the problem i m facing   what i notice is  the interrupt is triggered multiple times when the sensor beam is cut once  but when i digitalread the pin  then there is only one change    i also noticed that the interrupt is also triggered when going from high to low  here is an example of the ouput i have                                                   change from low to high                the interrupt must have incremented only once      instead                                          change from high to low  the interrupt shouldn t be triggered            still    we have    increments                                                   same here                   increments                          same here                  increments              the only way i can explain that is that during a change of state  the signal received from the sensor is not really square  but somehow noisy  like in this image    therefore we would have  indeed  many rising on one change      however reading the output of the sensor on an analog pin shows a direct variation from     high  to    low   does anyone have another explanation  or a solution to this problem    edit thanks to  tobiask i know that this is called a bouncing effect  by doing further research i came across this solution    ctrl f for rafbuff   i m trying it and i ll let you know  ,arduino wheel two-wheeled interrupts
8951,establishing data transfer between two raspberry pi s using gpio,good day i am currently implementing an autonomous quadcopter with stereo vision using raspberry pi  one  let s call this pi    is responsible for stereo vision the other is responsible for motor control and trajectory planning  pi     i was looking for a way to transfer a     element float vector via gpio from pi   to pi    pi   stereovision program runs at  hz while pi   motor control runs at    hz    is there any protocol fast enough to deliver this amount of information to the second raspberry pi via gpio    i am currently looking at spi but i saw that the raspberry pi cannot be turned to a slave making it not an option  i also looked at uart however it is too slow for my needs  all the i c ports on the pi are currently being used by the stereo vision cameras and the imu s  if the gpio option is not feasible  i am also open for other suggestions such as using other hardware  middle man  or wireless options     ,quadcopter raspberry-pi communication
8954,software to control an arduino setup with a timing belt and stepper motors,i would like to know what software is available to control a timing belt with stepper motors for arduino board much like how its done in  d printing  but in this case i wont be making a  d printer just one simple setup  ,arduino robotic-arm stepper-driver
8960,what to do when position control with trajectories is interrupted ,what are strategies used when trajectories  which are applied to a robotic joint  are interrupted  say a robotic arm hits an obstacle  the controller just keeps applying the trajectory  then at the end  the error gets so large  the torque can get quite strong and damage the robot or snap  ,control robotic-arm joint
8962,using the brush assembly and aerovac bin space ,a lot of the create   s interior space is taken up by the brush assembly and the aerovac bin   i d like to take these out and put in my own stuff  but i m concerned that the roomba might get confused by the fact that i ve unplugged these items   is there anything special i need to do  aside from adding an appropriate amount of weight in that area  ,irobot-create
8965,cc d   replacing rc emitter with an rpi,i am trying to control a quadcopter using te openpilot cc d board and a raspberrypi  the main idea was first replace the signals from the rc emitter to the cc d rc receiver for an rpi connected directly to the rc receiver inputs of the cc d  as far as i know the rc signals to the cc d are pwm so the rpi should be able to control the channels using rpio library to create the pwm by software   but after make some tests i haven t find any way to move the motors  i am using the ground control system  openpilot software  to configure the cc d  i am not sure whether i need to send the pwm signals in any order or something like that  i am also not sure how the flight mode switch works  i suposse it works the same way as the other channels  using pwm  anyone have made anything similar to this   ,raspberry-pi quadcopter uav
8968,do these motors really have enough torque to lift     pounds,i was looking at these dc motors and i converted the torque to force at a meter distance and i got that two of them should be able to lift over     pounds  is this right   there has to be some catch i am not seeing ,motor torque
8970,is alljoyn a good ros alternative regarding message passing cross multiple devices ,i ve used ros for a while  my environment is raspberry pi   ubuntu   opencv   ros   c c    i also use several ros packages  tf   usb camera  slam related  and laser scanner capture   also  in my projects  nodes are in multiple devices  and i m using multiple master package for one project  i did review some tutorials about alljoyn  but no handon experience so far  the questions are   regarding to message  especially  ros image  passing cross devices  is alljoyn a good ros alternative   devices are connected by wifi or bluetooth   for alljoyn  does it still need single master  like roscore in ros  to coordinate the nodes  or similar     thanks  ,ros alljoyn
8973,how to estimate the position of multiple static ground targets captured from a down facing camera ,an aerial vehicle captures images of the ground using its down facing camera  from the images  multiple targets are converted from their pixel position to the camera reference frame using the pinhole camera model  since the targets are static and there is information of the vehicle attitude and orientation  each sample is then converted to the world referencial frame  note that all targets are on a flat  level plane  the vehicle keeps  scanning  for the targets and converting them to the world referencial frame  due to the quality of the camera and detection algorithm  as well as errors on the altitude information  the position of the  scanned  targets is not constant  not accurate   a good representation might be a gaussian distribution around the target true position  however it will also be influenced by the movement of the aerial vehicle  what s the best approach to estimate the position of the targets from multiple readings  this basically resumes to a problem of noise removal  as well as outlier removal  and estimation  so i would like to know what algorithms and strategies could solve the problem  in the end i expect to implement and test a collection of different approachs to understand their performance on this specific problem  furthermore  this system is implemented using ros  so if you know of packages that already do what i m searching for i would be glad to hear  you can also cite papers on the topic that you think might be of my interest  ,localization ros computer-vision algorithm uav
8975,how does one implement a third order complementary filter for estimating altitude using data from an accelerometer and a barometer ,i am working with the cjmcu build of cleanflight on a small drone  as of now  the algorithm for altitude hold uses a first order complementary filter to combine data from the barometer and the accelerometer  after integrating the accelerations twice   however  i have noticed a considerable lag in the altitude readings and this seems to be hampering the control algorithm s performance  the filter in question has been implemented in  however  i m unable to understand how this works  pardon me for any errors i may have committed  ,quadcopter sensors sensor-fusion
8976,irobot create   stuck in clean mode ,i m using the delphi example to command my create    i just adapted the demo code to unicode  delphixe   i use the original irobot usb to serial cable   my create   seemed to be responding fine to all the commands send via serial yesterday and correctly received all sensor data back this morning  until i recharged the battery  now when i send      soft reset  the robot attempts every time to start a clean cycle  it also attempts to start the clean cycle when i press the clean button  it tells me to move the roomba to a new location  which is normal in cleaning mode because my wheels are not touching my desk  communication via serial seem to be fine because i still get the soft reset response texts in the log memo of my app when i use the   buttons method to soft reset my create    so there is still communication both ways  i must say i had the same yesterday after charging but after a while unexpectedly  don t know why  the robot responded again fine to my commands  it really seems to me the create   is stuck in the cleaning mode  or am i missing something  btw  i also tried to fix the problem by removing the battery  ,irobot-create
8981,how do i get the create   to communicate with a laptop via the serial to usb cable ,my computer will not recognize the serial to usb cable   i have tried it on a mac and an hp    is there a driver that i need to install   if it is supposed to install automatically  it is not  ,irobot-create serial usb
8987,error while building map in ros slam gmapping,i have recorded the rosbag data by simulating the robot in gazebo  i played back the logged bag file and tried to build the map using slam gmapping node and i ended up in error below      warn                          laser has to be mounted planar    z coordinate has to be   or     but gave            after few iterations  i was able to build the map by modifying laser scanner joint origin in my urdf file  from   to origin xyz            rpy                     but my robot model become weird as below  laser scanner is away from the robot    how to get around the issue without relocating the laser scanner  find my urdf file here  ,slam ros navigation mapping simulation
8988,building a quadcopter  what motors  props and what are the calculations ,before i start  i am a    year old  i would like to apologise because i am a beginner to all this and i wouldn t really understand any professional talk  i am only doing this for a hobby  i am building a quadcopter   flight controller  kk       esc  q brain   amp frame  kk       fpv     frame addon  kk fpv     long frame upgrade kit tx   rx  hobbyking  ch tx rx  mode    battery  turnigy nano tech      mah  s  i am not sure about what motor and propellers i should use  all i know is  for the frame the motor mounts are    mm to   mm with m  screws i am not sure what      and      means  here are my questions   what calculations should i do to find out how much thrust the quad needs to produce   any other useful calculations using the calculations what would be the best and cheapest motors i could have and finally  what propeller would be best suited for the motor   p s  i am looking for a durable and really cheap motors also  i live in london  so shipping might be a problem if there is an immense bill  thanks a lot for your time  sid ,quadcopter motor
8990,standard equation for steering differential drive robot,i am writing a code in arduino ide for nodemcu board to control a differential drive   wheeled robot  i am able to steer only one direction for some reason and the steering response time is a little awkward  is there perhaps a better strategy for the code that i am using    i am using an app called blynk that has a virtual joystick that controls that feeds the data through virtual pins  v  param   and   are x and y  x would be left to right on the joystick and y would be forward and back   information about the app is available here    i have it working for the most part  but there is some latency since it is through a cloud service  the main problem i am stuck on is steering while driving forward and backward    any help would be appreciated  thanks   ,differential-drive
8992,in the slam for dummies  why are there extra variables in the jacobian matricies ,i am reading slam for dummies  which you can find on google  or at this link  slam for dummies   a tutorial approach to simultaneous localization and mapping  they do some differentiation of matrices on page    and i am getting different answers for the resulting jacobian matrices   the paper derived    left    begin array  c   sqrt   lambda x   x        lambda y   y       v r     tan      left  frac  lambda y   y   lambda y   x  right     theta   v  theta  end array    right   and got   left    begin array  ccc   frac x    lambda y  r     frac y    lambda y  r         frac  lambda y   y  r       frac  lambda y   x  r          end array    right   i don t get where the  came from  i got completely different answers  does anybody know what the  stands for  if not  is there a different way to represent the jacobian of this matrix  ,slam
8994,how to implement transmission in tracked chassis with one motor ,i see that in small robots tracked chassis is implemented with   motors  each powering one side of the vehicle  like this    image stolen from here  but in real scale tanks i assume there is only one motor so there must be some way of applying power to both sides independently  ,tracks gearing chassis
8998,quadcopter pid controller  derivative on measurement   removing the derivative kick,good day  i am currently implementing a single loop pid controller using angle setpoints as inputs  i was trying out a different approach for the d part of the pid controller   what bought this about is that when i was able to reach a    hz         ms  loop rate  when adding a d gain  the quadcopter seems to dampen the movements in a non continous manner  this was not the case when my algorithm was running at around   hz  at an angle set point of   degrees  i would try to push it to one side by   degrees then the quad would try to stay rock solid by resisting the movements but lets go after while enabling me to get it of by   degrees  the dampening effect weakens over time  then tries to dampen the motion again  this is my implementation of the traditional pid   derivative on error    what i tried to do now is to implement a derivative on measurement method from this article to remove derivative output spikes  however the derivative part seems to increase the corrective force than dampen it   derivative on measurement     calculate orientation error  current   target  float pitcherror   pitchanglecf   pitchtarget  pitcherrorsum     pitcherror deltatime    float pitcherrordiff   pitchanglecf   pitchprevanglecf           pitchprevanglecf   pitchanglecf   float rollerror   rollanglecf   rolltarget  rollerrorsum     rollerror deltatime    float rollerrordiff   rollanglecf   rollprevanglecf           rollprevanglecf   rollanglecf   float yawerror   yawanglecf   yawtarget  yawerrorsum     yawerror deltatime    float yawerrordiff   yawanglecf   yawprevanglecf           yawprevanglecf   yawanglecf      pid controller list          the d terms are now negative float pitchpid   pitchkp pitcherror   pitchki pitcherrorsum   pitchkd pitcherrordiff deltatime   float rollpid   rollkp rollerror   rollki rollerrorsum   rollkd rollerrordiff deltatime   float yawpid   yawkp yawerror   yawki yawerrorsum   yawkd yawerrordiff deltatime       motor control   mixing       motor front left     float motorpwm      pitchpid   rollpid   yawpid   basethrottle   basecompensation   my question now is   is there something wrong with my implementation of the second method    source   the way i ve obtained the change in time or dt is by taking the timestamp from the start of the loop then taking the next time stamp at the end of the loop  their difference is obtained to obtain the dt  gettickcount   is an opencv function     initialize i c         open files for data logging     while         deltatimeinit  float gettickcount            get imu data           filter using complementary filter           compute errors for pid           update pwm s           terminate program after    seconds     if    float gettickcount   starttime     float gettickfrequency                       float stoptime   float gettickcount   starttime    float gettickfrequency         gpiopwm                 gpiopwm                 gpiopwm                 gpiopwm                 gpioterminate             int i        for  i     i   arrpitchcf size    i             file     arrpitchcf at i     endl             for  i     i   arryawcf size    i             file     arryawcf at i     endl             for  i     i   arrrollcf size    i             file      arrrollcf at i     endl             for  i     i   arrpitchaccel size    i             file     arrpitchaccel at i     endl             for  i     i   arryawaccel size    i             file     arryawaccel at i     endl             for  i     i   arrrollaccel size    i             file     arrrollaccel at i     endl             for  i     i   arrpitchgyro size    i             file     arrpitchgyro at i     endl             for  i     i   arryawgyro size    i             file     arryawgyro at i     endl             for  i     i   arrrollgyro size    i             file     arrrollgyro at i     endl             for  i     i   arrpwm  size    i             file      arrpwm  at i     endl             for  i     i   arrpwm  size    i             file      arrpwm  at i     endl             for  i     i   arrpwm  size    i             file      arrpwm  at i     endl             for  i     i   arrpwm  size    i             file      arrpwm  at i     endl             for  i     i   arrperr size    i             file      arrperr at i     endl             for  i     i   arrderr size    i             file      arrderr at i     endl                  file  close            file  close            file  close            file  close            file  close            file  close            file  close            file  close            file   close            file   close            file   close            file   close            file   close            file   close            file   close            cout      time elapsed        stoptime    endl          break             while    float gettickcount   deltatimeinit     float gettickfrequency                                             cout      dt end        deltatime     endl         deltatime    float gettickcount   deltatimeinit     float gettickfrequency                 cout      dt end        deltatime     endl     here s my data     ,control quadcopter pid raspberry-pi stability
9001,robot never goes straight,i am using   identical dc motors and a castor wheel  the motors are connected to l   d motor driver and are controlled by rpi   the robot is not going straight  it veers off to the right  i am running both the motors at      pwm  what i tried to correct the error   i adjusted the pwm of the wheel going faster to      but the robot just turns to the other side   i adjusted the weight on the robot and the problem still persists   i once tried to run the motor without any load  is that the cause of this  as i was later told that  running a dc motor without any load damages them  if that is not the cause  then please tell me how to solve this problem without using any sensors for controlling it   ,control motor wheeled-robot raspberry-pi
9007,is   motors needed for a arm that can move anyway not just circular ,if i m limited to   motors  for four legs  how could the robot rotate if they all only go up down directions  i d have to use   motors on a leg  correct  ,stepper-motor
9009,how to connect phone to robot while charging phone from external battery ,i am controlling a robot via usb from an android phone running the robot s code  this phone has a poor battery and i need to extend its life with a usb charger  can t change phones   how can i charge an android phone via usb  while maintaining a usb connection to the robot  i can solder wires together if needed  or can buy adapters as needed   ,mobile-robot usb
9010,is the distortion introduced by a lens protector significant in practice ,i have a computer vision application i made to localize a robot in a room  the software has been in use for a while and is working fine  when i calibrated the camera and got the intrinsics and lens distortion coefficients there was a lens protector on the lens  mounted on the robot s lid  if i take off the robot s lid  and thus the lens protector  the localization solution becomes erratic and inaccurate  so i think the lens protector might be changing the distortion properties significantly  today the lens protector became detached and it was replaced shortly after  so now the calibration may no longer be valid and the localization solution is much more noisy  can a lens protector can greatly effect the distortion properties of the image  or can someone offer another explanation  i intend to recalibrate and super glue the lens protector down to the robot s lid  but i am curious if this is my problem  and if anyone else has encountered this with lens protectors  ,computer-vision cameras calibration
9013,how many dofs required to define a  d pose,i understand that to be able to define point in  d space  you need three degrees of freedom  dofs   to additionally define an orientation in  d space  you need   dofs  this is intuitive to me when each of these dofs defines the position or orientation along one axis or an orthogonal x y z system  however  consider a robot arm such as this    this too has   dofs  but rather than each dof defining a position or orientation in an x y z system  it defines an angular rotation of one joint along the arm  if all the joints were arranged along a single axis  for example  then these   dofs would in fact only define one angular rotation  so  it is not true that each dof independently defines a single position or orientation  however  in the case of this robot arm  it can reach most positions and orientations  i m assuming this is because the geometry of the links between the joints make each dof define an independent position or orientation  but that is a very vague concept to me and not as intuitive as simply having one dof per position or orientation  can somebody offer some help in understanding these concepts  ,kinematics
9020,how does one calculate distance and angle using a target with known measurements ,the target is in the shape of a u where the horizontal segment is    inches  and the two vertical segments are    inches  we are using a camera to image the target  and then using vision processing to isolate the target from the rest of the image  we know the vertical field of view  and the horizontal field of view of the camera  the resolution of the camera is    x    pixels  the vertical distance between the camera on the robot and the target is constant but as of yet unknown because the robot hasn t been constructed yet  it is known  however  that the target will always have a higher elevation than the camera  how can we use this data to calculate in real time the robot s distance to the target  and the angle to the target  ,computer-vision real-time
9022,the logic of implementing an auto level function in a pid flight controller,so i have multi rotor with a basic pid controller  that keeps its axis stable through the gyroscope  however  the multi rotor  does not keep its height or position  so i would like to use an accelerometer for keeping its rough position  auto level   i want to use both the gyro and accelerometer  but how would the accelerometer values be used  is it implemented through the pid the same ways the gyro values are  degrees per second  which is the rate i used to calculate pid   and then adjusting the esc through that   i am confused at that part  the basic logic for using the accelerometer values   ,quadcopter pid imu accelerometer
9023,is there a way to measure   axis orientation without a magnetometer ,i have bought an stm inemo evaluation board in order to monitor the inclination of a separate magnetic sensor array as it moves in a linear scan outside of a  non magnetic  stainless steel pipe  i want to measure the inclination of the sensor along the scan and ensure that it does not change  the problem i have found is that the measured magnetic field from the integrated magnetometer varies greatly with position along the pipe  and in turn  causes a large  position dependent error in one axis of the inclination reported by the inemo imu  in fig    below i show the set up of the test  i measured the inclination from the imu while moving it along the length of the pipe and back again  the board did not change inclination throughout the measurement  in fig   i show the magnetometer and inclination measurements recorded by the  inemo application  showing the large error in one of the inclinations  my question is whether you know if there is any way of correcting for the magnetic field variation so that i can still accurately determine the inclination in all three directions  my data suggests to me that the magnetic field variation measured from the magnetometer is much greater than the geomagnetic field  so the inclination measurement will always be inaccurate  a follow up question i then have is  is there a way to measure   axis orientation without using a magnetometer    ,imu gyroscope magnetometer orientation
9025,cost of material to  d print,can someone please share the typical cost of material to  d print an object like a raspberry pi case   thank you  ,3d-printing
9027,do walking robots use accelerometers ,my understanding of walking robots  e g    is that they use a gyroscope to determine the current orientation of the robot  or each joint of the robot  this is because if you just put encoders on each joint  the cumulative error over the entire robot will be too large to maintain stability  therefore  a gyroscope measures the  real  orientation  and this is used for feedback when the robot is walking  however  i m also aware that some walking robots use accelerometers to maintain stability  what would be the benefit of using an accelerometer in this case  would it be used instead of a gyroscope  or together with a gyroscope  my guess is that gyroscopes do not measure acceleration directly  unless you were to numerically calculate this based on lots of orientation readings   but accelerometers do measure it directly  and more reliably than this numerical method   know the acceleration as well as the position then enables to robot to more accurately predict its future position  and hence the feedback loop is more robust  is this correct  or am i missing the point  ,control sensors accelerometer dynamics walking-robot
9033,how modular arm joints work,hello i m trying to figure out how modular arm joints are designed and what kind of bearings shafts are used for a modular type robotic arm  take  ur arm  for example  i believe those  t shaped pipes  include both a drive and bearing system  and as you can see from second image  it can be detached easily  so i think it s not just a simple  motor shaft connecting to the member that we want to rotate  mechanism  i m wondering which type of mechanism and bearing system is inside of those t shaped pipes  how can i transfer rotational motion to a member without using shafts     ,mechanism joint arm
9034,what does    degrees of freedom  mean ,i am looking at this page that describes various characteristics of gyroscopes and accelerometers  close to the end  where they speak about imus   the names of the items have something like this     degrees of freedom   degrees of freedom  can anyone explain what does this mean  ,accelerometer gyroscope
9038,how to load a puma robot in the existing environment in openrave    ,i have a pr  robot in an environment  which can be seen on the gui of openrave   now  how can i load a puma robot arm in the same environment  ,robotic-arm motion-planning
9039,how can i switch between autonomous mode and usercontrol ,i want to switch from usercontrol to autonomous  when i have the program running for     seconds  how come it wont automatically switch in autonomous mode  thanks   ,wheeled-robot robotc vex
9040,metal shaft design for a  mm plastic bevel gear,i have a small pom bevel gear with these dimensions   it has a  mm hole for the shaft and a m  hole for the set screw  suppose this bevel gear is meshed with a   t bevel gear and give a max  output torque of    kg cm  how should the design of the  mm shaft be  should the diameter be precisely  mm  should it be flattened into a  d  shape  so that the set screw can hold the shaft   i m planning to use a metal shaft  any help will be appreciated  thanks ,mechanism torque gearing
9043,joystick rate limit filter for frc java programming,i am a programmer for my school s frc robotics team and have received the request from our hardware driving department to limit the speed at which the robot s motors can accelerate given a joystick input telling it to increase the speed of the motor  for example  when the robot first starts up and the driver decides to move the joystick from the center to the fully up position    to full motor power   we don t want it to literally go from   to full motor power in an instant   it obviously creates some rather jerky  unstable behavior  how might i receive the target joystick position from the joystick  save it  and build up to it over time  and if any other inputs are sent in this process   like telling it to turn around   stop the current process and enact the new one   i am using java with wpilib s      robotics library  here s the api   and here s the tutorials   i am using the  iterativerobot  template class  and teleop is being run in the method teleopperiodic    which is continuously called every few milliseconds in the program  it s where i m receiving joystick input and calling the method robotdrive tankdrive   with the inputs   i realize this is more of a programming question than a robotics question  but i figured it would be better to put it here than in stack overflow  etc  if someone could give me some simple pseudocode or just a conceptual idea of how this might be done  not necessarily as it pertains directly to the library or the language i m using   that would be great  ,software first-robotics
9044,create   cable with     series roomba,for the last few months i have been playing with ros on an nvidia jetson tk  development board  up until this point  it has mostly been playing with the gpio header  an arduino uno  a couple physical contact sensors  and a few custom motor and servo boards that i slapped together  but lately i ve been eyeing an old     series roomba that has been gathering dust  was replaced by an     series   does anyone know if the communication cable for create   will work with a     series roomba  i know there are diy designs out there  but i have always been a fan of using off the shelf components if they exist   you rarely save more money than your time is worth if it is something like a cable or similar component  so if the create   cable will work  i ll use that  if not  i ll see what i can do to make my own  ,ros irobot-create roomba
9048,l   d won t turn motor backwards,my small robot has two motors controlled by an l   d and that is controlled via a raspberry pi  they will both go forwards but only one will go backwards   i ve tried different motors and tried different sockets in the breadboard  no luck  either the l   d s chip is broken  but then it wouldn t go forwards  or i ve wired it wrong   i followed the tutorial  controlling dc motors using python with a raspberry pi  exactly  here is a run down of what works  let the   motors be a and b  when i use a python script  see end of post  both motors go  forwards   when i change the values in the python script  so the pin set to high and the pin set to low are swapped  motor a will go  backwards   this is expected  however  motor b will not move at all   if i then swap both motors  wiring then the original python script will make both go backwards but swapping the pins in the code will make motor a go forwards but motor b won t move  so basically  motor a will go forwards or backwards depending on the python code but motor b can only be changed by physically changing the wires  this is  import rpi gpio as gpio from time import sleep  gpio setmode gpio board   motor a      motor b      motor e       motor a      motor b      motor e       gpio setup motor a  gpio out  gpio setup motor b  gpio out  gpio setup motor e  gpio out   gpio setup motor a  gpio out  gpio setup motor b  gpio out  gpio setup motor e  gpio out   print  on   gpio output motor a  gpio high  gpio output motor b  gpio low  gpio output motor e  gpio high   gpio output motor a  gpio high  gpio output motor b  gpio low  gpio output motor e  gpio high   and this is backwards py import rpi gpio as gpio from time import sleep  gpio setmode gpio board   motor a      motor b      motor e       motor a      motor b      motor e       gpio setup motor a  gpio out  gpio setup motor b  gpio out  gpio setup motor e  gpio out   gpio setup motor a  gpio out  gpio setup motor b  gpio out  gpio setup motor e  gpio out   print  on   gpio output motor a  gpio high  gpio output motor b  gpio low  gpio output motor e  gpio high   gpio output motor a  gpio high  gpio output motor b  gpio low  gpio output motor e  gpio high   if you see this diff   you can see the difference     below are some pictures  you can use the colour of the cables to link them between pictures  enter image description here   ,wheeled-robot raspberry-pi
9052,alternative to beaglebone black for node js based remote control project ,i am working on a remote control project that involves using node js and socket io to transmit joystick data from a webpage to my beaglebone black  however  i am somewhat disappointed with the beaglebone   it seems like what should be such simple tasks such as connecting to wi fi can be quite tricky    my question is  are there alternative boards i should be looking at  boards that also have node js libraries with pwm support  could stream video from a webcam  but are easier to set up and have a larger developer community  ,control microcontroller pwm beagle-bone
9054,mass matrix in lagrange equation,i want to find the equations of motion of rrrr robot i have studied about it a bit but i am having some confusion  here in one of the lectures i found online it describes as inertia matrix of a link as ii which is computed by tilde of i also described in picture below     so tilde of i is computed wrt to fixed frame attached to the centre of mass  however in another example below from another source there is no rotation matrix multiplication with ic  and ic  as shown above am i missing something    what is the significance of multiplying rotation matrix with ic  or tilde of i  i am using former approach and getting fairly large mass matrix  is it normal to have such long terms inside mass matrix   still need to know though which method is correct       the equation i used for mass matrix is ,robotic-arm dynamics
9057,is this supposed to be a bearing ,i m looking at the assembly of a tail rotor that should look like this  original image i wonder if the  tail output shaft stopper   circled in red  is meant to be a bearing or just a piece of metal stopper   my reading is that  since it s held by   set screws  the whole part should rotate with the rod  while rotating  it d rub against the bevel gear on the tail drive though  am i missing something  ,mechanism torque gearing
9063,irobot create   roomba     screw size thread ,i ve looked everywhere i can think of to find this information  but haven t come across anything  does anyone know what kind of screws i can use to replace the ones on top of my roomba       i realize that the create   is technically a     series  but i would expect they were the same  i d like to replace the screws on my roomba with standoffs so i can stick a mounting plate on top of it   additional sensors  cpu  etc   ,irobot-create roomba
9069,analogue video to digital,i have fpv camera which outputs analog video  rca  pal   i want to capture video and do image processing  therefore i need some way to convert the analog video to digital  can some one recommend me how to do it  is there advice or a shield which can assist  please note   i want to convert the frames with minimum latency  because it is a real time flying drone  i don t need to convert the image to some compressed format  which encoding  decoding may take time   if i can get the rgb matrix straight  it is preferred  i thought about digital output camera  but i need one which weighs few grams and i haven t found yet   ,quadcopter cameras
9073,determine robot s position in a nearby room,scenario i have   roaming robots  each in different rooms of a house  and both robots are connected to the house wifi  each robot only has access to the equipment on itself  question how can the robots be aware of each other s exact position using only their own equipment and the house wifi  edit  additional info right now the robots only have   rgbdslam via kinect no initial knowledge of the house or their location  no docks  no mappings markings  nada   can communicate via wifi and that part is open ended  i m hoping to be able to stitch the scanned rooms together before the robots even meet  compass   altimeter   gps will get me close but the goal is to be within an inch of accuracy which makes this tough  there is freedom to add whatever parts to the robots themselves   laptop but the home needs to stay dynamic  robots will be in a different home every time   ,mobile-robot localization precise-positioning
9074,software real time of ros system,as far as i know  a hardware real time robot control system requires a specific computing unit to solve the kinematics and dynamics of a robot such as interval zero rtx  which assigns cpu cores exclusively for the calculation  or a dsp board  which does exactly the same calculation  this configuration makes sure that each calculation is strictly within  maybe    ms   my understanding is that ros  which runs under ubuntu  doesn t have a exclusive  computing unit for that  kinematics and dynamics run under different threads of the same cpu which operates the ubuntu system  path plan  and everything else   my question is that how does ros achieve software real time  does it slow down the sampling time to maybe    ms and makes sure each calculation can be done in time  or the sampling time changes at each cycle maybe from  ms    ms  to   ms each time in order to be as fast as possible and ros somehow compensates for it at each cycle  ,microcontroller ros real-time
9077,pid tuning for an unbalanced quadcopter  when do i know if the i gain i ve set is too high ,good day  i am working on an autonomous flight controller for a quadcopter   x  configuration  using only angles as inputs for the setpoints used in a single loop pid controller running at    hz  pid implementation is here  quadcopter pid controller  derivative on measurement   removing the derivative kick   for now i am trying to get the quadcopter to stabilize at a setpoint of   degrees  the best i was able to come up with currently is     degrees which is bad for position hold  i first tried using only a pd controller but since the quadcopter is inherently front heavy due to the stereo cameras  no amount of d or p gain is enough to stabilize the system  an example is the image below which i added a very small i gain   as you can see from the image above  at the second plot   the oscillations occur at a level below zero degrees due to the quadcopter being front heavy  this means that the quad oscillates from the level postion of   degrees to and from a negative angle towards the front  to compensate for this behaviour  i discovered that i can set the dc level at which this oscillations occur using the i gain to reach the setpoint  an image is shown below with  i think  an adequate i gain applied   i have adjusted the pid gains to reduce the jitters caused by too much p gain and d gain  these are my current settings  which are two tests with the corresponding footage below    test     test     i can t seem to tune the quadcopter to reach the setpoint with at least     degrees of error  i noticed that further increasing the i gain no longer increases the dc offset    when do i know if the i gain i ve set is too high  how does it reflect on the plot   edit  the perr in the graphs are just the difference of the setpoint and the cf  complementary filter  angle  the derr plotted is not yet divided by the deltatime because the execution time is small         s which will make the other errors p and i hard to see  the ierr plotted is the error integrated with time  all the errors plotted  perr  ierr  derr  are not yet multiplied by the kp  ki  and kd constants the  rd plot for each of the images is the response of the quadcopter  the values on the y axis correspond to the value placed as the input into the gpiopwm   function of the pigpio library  i had mapped using a scope the values such that     to     pigpio integer input corresponds to      to     ms time high of the pwm at    hz to the esc s edit  here is my current code implementation with the setpoint of   degrees   ,pid raspberry-pi quadcopter tuning
9082,optimal location of the center of mass for an inverted pendulum,i m building an inverted pendulum to be controlled by dc motors  but i ve run across a conundrum   personal life experience tells me that it s better to have a lower center of mass to maintain balance   on the other hand  the greater the moment of inertia  e g  the higher the center of mass   the easier it is to maintain balance as well  these two views both seem plausible  and yet also seem contradictory    for an inverted pendulum  is there an optimal balance between the two perspectives   or is one absolutely right while the other absolutely wrong   if one is wrong  then where is the error in my thinking  ,dynamics balance
9090,xbee xtend recovery troubleshoot,i have a broke my xbee xtend    mhz module  while it was doing firmware writing job i suddenly restarted the windows  i ve tried recovery procedure of xctu new version and it does not work  therefore i m still working with old version  here is the error i m facing   ,radio-control
